StrRef,Text
38735,I wonder why Irenicus made her? I doubt he took pleasure in her company; he's beyond that. He's fascinated with death. He showed me... over and over...
38787,"Oh... this reminds me so much of Candlekeep. Dusty old tomes all over, bookcases nearly spilling. It's... like we never left..."
38788,"But we did, didn't we? I just want to go home again. It doesn't matter where it is, just so long as I can call it home."
39761,Those dwarves that attacked us—I read about them when you were skipping out of lessons back in Candlekeep.
47215,"Something strange up here. Be careful, this place has all manner of dangerous devices in it. I don't know what they do, but I know we would be safer if we shut them off."
47220,"Do you smell that? Smells like lightning, but indoors? That can't be right. I think I remember. Look to the right... the machine making the storm..."
49035,Get out of my way! I don't want to fight any of you; I just want to leave!
56483,"Athkatla? That's... the City of Coin, right? A merchant city in Amn. We come from the Sword Coast, a ways to the north. Why do you think we're in Athkatla?"
58492,"Say we won't look back. I don't care if he can ""tap the power"" or access whatever avatar stuff. We've gotta get away from all this death."
58496,Means a lot to hear that. I can't stand all these shadows...
58497,"I appreciate that, but I doubt he meant you any good either. Didn't spare you the knives any more than me. Come on, I gotta get away from all these shadows."
58498,"Let it go, please? Whoever he is and whatever he can do, above it all, he's a vile bastard that's hurt us both. Come on, I gotta get away from all this death."
58502,"He said something like ""releasing power within you so it could be used,"" but if it means taking part in horrible things... I don't like this place. Can we go?"
58503,"I don't care if he could make us three ogres strong, I have to get out of this place. It bothers me. Makes me think I see... things."
58504,"As if I need another reminder. I don't care what power this guy thinks he can tap in you, he's just sick to the core. We can't ever look back."
